word,synonym
hematocele,hematocoele
hematocele,haematocoele
hematocolpometra,haematocolpometra
hematocolpos,haematocolpos
intumescence,intumescency
oscheocele,oscheocoele
tumidity,tumidness
cephalhematoma,cephalohematoma
hematoma,haematoma
hyperbilirubinemia_of_the_newborn,neonatal_hyperbilirubinemia
hyperglycemia,hyperglycaemia
hypoglycemia,hypoglycaemia
jaundice,icterus
jaundice_of_the_newborn,physiological_jaundice_of_the_newborn
jaundice_of_the_newborn,icterus_neonatorum
hemothorax,haemothorax
hyperemia,hyperaemia
enanthem,enanthema
exanthem,exanthema
exanthem,skin_eruption
rash,roseola
rash,efflorescence
rash,skin_rash
prickly_heat,heat_rash
prickly_heat,miliaria
urtication,urticaria
urtication,hives
urtication,nettle_rash
pain,hurting
ache,aching
toothache,odontalgia
agony,suffering
agony,excruciation
paresthesia,paraesthesia
Passion,Passion_of_Christ
burn,burning
colic,intestinal_colic
colic,gripes
colic,griping
headache,head_ache
headache,cephalalgia
glossalgia,glossodynia
hemorrhoid,haemorrhoid
hemorrhoid,piles
stomachache,stomach_ache
stomachache,bellyache
stomachache,gastralgia
earache,otalgia
histamine_headache,cluster_headache
migraine,megrim
migraine,sick_headache
migraine,hemicrania
lumbago,lumbar_pain
myalgia,myodynia
neuralgia,neuralgy
pang,sting
photalgia,photophobia
pleurodynia,pleuralgia
pleurodynia,costalgia
epidemic_pleurodynia,epidemic_myalgia
epidemic_pleurodynia,myosis
epidemic_pleurodynia,diaphragmatic_pleurisy
epidemic_pleurodynia,Bornholm_disease
trigeminal_neuralgia,tic_douloureux
birth_pangs,labor_pains
birth_pangs,labour_pains
smart,smarting
smart,smartness
sting,stinging
tenderness,soreness
tenderness,rawness
torture,torment
papulovesicle,vesicopapule
pimple,hickey
pimple,zit
cardiomegaly,megalocardia
cardiomegaly,megacardia
cardiomegaly,enlarged_heart
heart_murmur,cardiac_murmur
heart_murmur,murmur
heartburn,pyrosis
gastroesophageal_reflux,esophageal_reflux
gastroesophageal_reflux,oesophageal_reflux
hot_flash,flush
indigestion,dyspepsia
indigestion,stomach_upset
indigestion,upset_stomach
inflammation,redness
inflammation,rubor
myocardial_inflammation,myocarditis
chill,shivering
ague,chills_and_fever
colitis,inflammatory_bowel_disease
conjunctivitis,pinkeye
encephalitis,cephalitis
encephalitis,phrenitis
equine_encephalitis,equine_encephalomyelitis
herpes_simplex_encephalitis,herpes_encephalitis
herpes_simplex_encephalitis,acute_inclusion_body_encephalitis
meningoencephalitis,cerebromeningitis
meningoencephalitis,encephalomeningitis
sleeping_sickness,sleepy_sickness
sleeping_sickness,epidemic_encephalitis
sleeping_sickness,lethargic_encephalitis
sleeping_sickness,encephalitis_lethargica
subacute_sclerosing_panencephalitis,SSPE
subacute_sclerosing_panencephalitis,inclusion_body_encephalitis
subacute_sclerosing_panencephalitis,subacute_inclusion_body_encephalitis
subacute_sclerosing_panencephalitis,sclerosing_leukoencephalitis
subacute_sclerosing_panencephalitis,subacute_sclerosing_leukoencephalitis
subacute_sclerosing_panencephalitis,Bosin's_disease
subacute_sclerosing_panencephalitis,Dawson's_encephalitis
subacute_sclerosing_panencephalitis,Van_Bogaert_encephalitis
esophagitis,oesophagitis
Moeller's_glossitis,glossodynia_exfoliativa
labyrinthitis,otitis_interna
laminitis,founder
metritis,endometritis
trichinosis,trichiniasis
trichinosis,myositis_trichinosa
ozena,ozaena
peritonitis,peritoneal_inflammation
phlebothrombosis,venous_thrombosis
polyneuritis,multiple_neuritis
Guillain-Barre_syndrome,infectious_polyneuritis
Guillain-Barre_syndrome,Landry's_paralysis
rhinitis,coryza
tendinitis,tendonitis
tendinitis,tenonitis
tennis_elbow,lateral_epicondylitis
tennis_elbow,lateral_humeral_epicondylitis
tenosynovitis,tendosynovitis
tenosynovitis,tendonous_synovitis
vaccinia,vaccina
vaccinia,variola_vaccine
vaccinia,variola_vaccinia
vaccinia,variola_vaccina
cough,coughing
hiccup,hiccough
hiccup,singultus
nausea,sickness
queasiness,squeamishness
queasiness,qualm
spasm,cramp
spasm,muscle_spasm
charley_horse,charley-horse
writer's_cramp,graphospasm
crick,kink
crick,rick
crick,wrick
twitch,twitching
twitch,vellication
heart_block,Adams-Stokes_syndrome
heart_block,Stokes-Adams_syndrome
heart_block,atrioventricular_block
premature_ventricular_contraction,PVC
scar,cicatrix
scar,cicatrice
keloid,cheloid
callosity,callus
corn,clavus
musca_volitans,muscae_volitantes
musca_volitans,floater
musca_volitans,spots
fever,febrility
fever,febricity
fever,pyrexia
fever,feverishness
atrophy,wasting
atrophy,wasting_away
Albright's_disease,polyostotic_fibrous_dysplasia
elephantiasis_scroti,chyloderma
nevoid_elephantiasis,pachyderma
giantism,gigantism
giantism,overgrowth
acromegaly,acromegalia
benign_prostatic_hyperplasia,BPH
dyspnea,dyspnoea
shortness_of_breath,SOB
shortness_of_breath,breathlessness
nosebleed,epistaxis
constipation,irregularity
diarrhea,diarrhoea
diarrhea,looseness_of_the_bowels
diarrhea,looseness
the_shits,the_trots
dizziness,giddiness
dizziness,lightheadedness
dizziness,vertigo
anemia,anaemia
psychological_state,psychological_condition
psychological_state,mental_state
psychological_state,mental_condition
anxiety,anxiousness
hypochondria,hypochondriasis
nervousness,nerves
jitters,heebie-jeebies
jitters,screaming_meemies
strain,mental_strain
strain,nervous_strain
tension,tenseness
tension,stress
delusion,psychotic_belief
auditory_hallucination,acousma
nihilistic_delusion,nihilism
mental_soundness,mental_balance
sanity,saneness
rationality,reason
rationality,reasonableness
mental_illness,mental_disease
mental_illness,psychopathy
generalized_anxiety_disorder,GAD
generalized_anxiety_disorder,anxiety_reaction
phobia,phobic_disorder
phobia,phobic_neurosis
phonophobia,acousticophobia
posttraumatic_stress_disorder,PTSD
conversion_disorder,conversion_reaction
conversion_disorder,conversion_hysteria
antisocial_personality_disorder,sociopathic_personality
antisocial_personality_disorder,psychopathic_personality
battle_fatigue,combat_fatigue
battle_fatigue,combat_neurosis
battle_fatigue,shell_shock
schizotypal_personality,schizoid
affective_disorder,major_affective_disorder
affective_disorder,emotional_disorder
affective_disorder,emotional_disturbance
depressive_disorder,clinical_depression
depressive_disorder,depression
dysthymia,dysthymic_depression
exogenous_depression,reactive_depression
mania,manic_disorder
craze,delirium
craze,frenzy
craze,fury
craze,hysteria
mass_hysteria,epidemic_hysertia
bipolar_disorder,manic_depression
bipolar_disorder,manic_depressive_illness
bipolar_disorder,manic-depressive_psychosis
cyclothymia,cyclothymic_disorder
cyclothymia,cyclic_disorder
neurosis,neuroticism
neurosis,psychoneurosis
hysteria,hysterical_neurosis
depersonalization,depersonalisation
depersonalization,depersonalization_disorder
depersonalization,depersonalisation_disorder
depersonalization,depersonalization_neurosis
depersonalization,depersonalisation_neurosis
fugue,psychogenic_fugue
split_personality,multiple_personality
lunacy,madness
lunacy,insaneness
dementia,dementedness
alcoholic_dementia,alcohol_amnestic_disorder
alcoholic_dementia,Korsakoff's_psychosis
alcoholic_dementia,Korsakoff's_syndrome
alcoholic_dementia,Korsakov's_psychosis
alcoholic_dementia,Korsakov's_syndrome
alcoholic_dementia,polyneuritic_psychosis
Alzheimer's_disease,Alzheimer's
Alzheimer's_disease,Alzheimers
senile_dementia,senile_psychosis
rhinophyma,hypertrophic_rosacea
rhinophyma,toper's_nose
rhinophyma,brandy_nose
rhinophyma,rum_nose
rhinophyma,rum-blossom
rhinophyma,potato_nose
rhinophyma,hammer_nose
rhinophyma,copper_nose
irrationality,unreason
derangement,mental_unsoundness
derangement,unbalance
craziness,daftness
craziness,flakiness
delirium_tremens,DTs
schizophrenia,schizophrenic_disorder
schizophrenia,schizophrenic_psychosis
schizophrenia,dementia_praecox
borderline_schizophrenia,latent_schizophrenia
catatonic_schizophrenia,catatonic_type_schizophrenia
catatonic_schizophrenia,catatonia
hebephrenia,hebephrenic_schizophrenia
hebephrenia,disorganized_schizophrenia
hebephrenia,disorganized_type_schizophrenia
paranoid_schizophrenia,paranoic_type_schizophrenia
paranoid_schizophrenia,paraphrenic_schizophrenia
paranoid_schizophrenia,paraphrenia
acute_schizophrenic_episode,reactive_schizophrenia
aphonia,voicelessness
speech_disorder,speech_defect
speech_disorder,defect_of_speech
sprue,tropical_sprue
sprue,psilosis
stammer,stutter
disturbance,perturbation
disturbance,upset
fret,stew
fret,sweat
fret,lather
fret,swither
dither,pother
dither,fuss
dither,tizzy
dither,flap
blues,blue_devils
blues,megrims
blues,vapors
blues,vapours
funk,blue_funk
dumps,mopes
panic,scare
fit,tantrum
fit,scene
fit,conniption
irritation,annoyance
irritation,vexation
irritation,botheration
huff,miff
huff,seeing_red
restlessness,impatience
enchantment,spell
enchantment,trance
fascination,captivation
predicament,quandary
predicament,plight
corner,box
fix,hole
fix,jam
fix,mess
fix,muddle
fix,pickle
fix,kettle_of_fish
dog's_breakfast,dog's_dinner
hard_time,rough_sledding
stress,strain
problem,job
recognition,acknowledgment
recognition,acknowledgement
approval,favorable_reception
approval,favourable_reception
contentedness,content
apostasy,renunciation
apostasy,defection
disfavor,disfavour
excommunication,exclusion
excommunication,censure
discreteness,distinctness
discreteness,separateness
discreteness,severalty
solitude,purdah
loneliness,solitariness
insulation,insularity
insulation,insularism
insulation,detachment
alienation,estrangement
anomie,anomy
privacy,privateness
privacy,secrecy
privacy,concealment
hiddenness,covertness
dissociation,disassociation
compartmentalization,compartmentalisation
disjunction,disjuncture
disjunction,disconnection
disjunction,disconnectedness
incoherence,incoherency
union,unification
coalition,fusion
alliance,confederation
federalization,federalisation
connection,link
connection,connectedness
interconnection,interconnectedness
coherence,coherency
coherence,cohesion
coherence,cohesiveness
junction,conjunction
junction,conjugation
junction,colligation
improvement,melioration
decline,declination
neglect,disuse
renovation,restoration
renovation,refurbishment
maturity,matureness
parenthood,parentage
womanhood,muliebrity
immaturity,immatureness
post-maturity,post-menopause
callowness,jejuneness
callowness,juvenility
prematureness,prematurity
childhood,puerility
infancy,babyhood
banishment,ostracism
banishment,Coventry
grade,level
grade,tier
gradation,step
General_Certificate_of_Secondary_Education,GCSE
General_Certificate_of_Secondary_Education,O_level
military_rank,military_rating
military_rank,paygrade
military_rank,rating
nobility,noblesse
baronetcy,barony
viscountcy,viscounty
limelight,spotlight
limelight,glare
limelight,public_eye
salience,saliency
salience,strikingness
visibility,profile
importance,grandness
emphasis,accent
stress,focus
eminence,distinction
eminence,preeminence
eminence,note
prestige,prestigiousness
anonymity,namelessness
humbleness,unimportance
humbleness,obscureness
humbleness,lowliness
oblivion,limbo
honor,honour
honor,laurels
glory,glorification
fame,celebrity
fame,renown
esteem,regard
esteem,respect
repute,reputation
notoriety,ill_fame
dishonor,dishonour
disrepute,discredit
shame,disgrace
shame,ignominy
abasement,degradation
abasement,abjection
degeneracy,degeneration
degeneracy,decadence
degeneracy,decadency
infamy,opprobrium
obloquy,opprobrium
dominance,ascendance
dominance,ascendence
dominance,ascendancy
dominance,ascendency
dominance,control
ascendant,ascendent
domination,mastery
domination,supremacy
predominance,predomination
predominance,prepotency
dominion,rule
reign,sovereignty
scepter,sceptre
absolutism,tyranny
absolutism,despotism
bane,curse
bane,scourge
bane,nemesis
comfort,comfortableness
relief,ease
reprieve,respite
solace,solacement
coziness,cosiness
coziness,snugness
discomfort,uncomfortableness
inconvenience,incommodiousness
malaise,unease
malaise,uneasiness
hangover,katzenjammer
wellbeing,well-being
wellbeing,welfare
wellbeing,upbeat
wellbeing,eudaemonia
wellbeing,eudaimonia
health,wellness
misery,wretchedness
misery,miserableness
suffering,woe
need,demand
lack,deficiency
lack,want
dearth,famine
dearth,shortage
stringency,tightness
hurry,haste
imperativeness,insistence
imperativeness,insistency
imperativeness,press
imperativeness,pressure
criticality,criticalness
criticality,cruciality
repletion,satiety
repletion,satiation
surfeit,excess
surfeit,overabundance
acariasis,acariosis
acariasis,acaridiasis
echinococcosis,hydatid_disease
echinococcosis,hydatidosis
hookworm,hookworm_disease
onchocerciasis,river_blindness
pediculosis,lousiness
pediculosis_capitis,head_lice
pediculosis_pubis,crabs
nothingness,void
nothingness,nullity
nothingness,nihility
vacuum,vacuity
nakedness,nudity
nakedness,nudeness
raw,altogether
raw,birthday_suit
baldness,phalacrosis
hairlessness,depilation
male-patterned_baldness,male_pattern_baldness
dishabille,deshabille
grace,saving_grace
grace,state_of_grace
damnation,eternal_damnation
perfection,flawlessness
perfection,ne_plus_ultra
polish,refinement
polish,culture
polish,cultivation
polish,finish
integrity,unity
integrity,wholeness
entirety,entireness
entirety,integrality
entirety,totality
comprehensiveness,fullness
whole_shebang,whole_kit_and_caboodle
whole_shebang,kit_and_caboodle
whole_shebang,whole_kit_and_boodle
whole_shebang,kit_and_boodle
whole_shebang,whole_kit
whole_shebang,whole_caboodle
whole_shebang,whole_works
whole_shebang,works
whole_shebang,full_treatment
incompleteness,rawness
imperfection,imperfectness
failing,weakness
tragic_flaw,hamartia
insufficiency,inadequacy
defect,fault
defect,flaw
bug,glitch
birth_defect,congenital_anomaly
birth_defect,congenital_defect
birth_defect,congenital_disorder
birth_defect,congenital_abnormality
hydrocephalus,hydrocephaly
phocomelia,seal_limbs
hermaphroditism,hermaphrodism
tetralogy_of_Fallot,Fallot's_tetralogy
tetralogy_of_Fallot,Fallot's_syndrome
toxic_shock,toxic_shock_syndrome
toxic_shock,TSS
spina_bifida,rachischisis
spina_bifida,schistorrhachis
polydactyly,hyperdactyly
syndactyly,syndactylism
tongue_tie,ankyloglossia
defectiveness,faultiness
crudeness,crudity
crudeness,primitiveness
crudeness,primitivism
crudeness,rudeness
fortune,destiny
fortune,fate
fortune,luck
fortune,lot
fortune,circumstances
fortune,portion
good_fortune,luckiness
good_fortune,good_luck
prosperity,successfulness
blessing,boon
misfortune,bad_luck
misfortune,tough_luck
misfortune,ill_luck
adversity,hardship
adversity,hard_knocks
gutter,sewer
gutter,toilet
catastrophe,disaster
cross,crown_of_thorns
bankruptcy,failure
state_of_matter,state
phase,form
liquid,liquidness
liquid,liquidity
liquid,liquid_state
solid,solidness
solid,solid_state
gas,gaseous_state
possibility,possibleness
conceivableness,conceivability
achievability,attainability
achievability,attainableness
potential,potentiality
potential,potency
prospect,chance
impossibility,impossibleness
inconceivability,inconceivableness
opportunity,chance
fresh_start,clean_slate
fresh_start,tabula_rasa
hearing,audience
shot,crack
anticipation,expectation
despair,desperation
nadir,low-water_mark
purity,pureness
impurity,impureness
adulteration,debasement
admixture,alloy
contamination,taint
credit_crunch,liquidity_crisis
credit_crunch,squeeze
depression,slump
depression,economic_crisis
indebtedness,liability
indebtedness,financial_obligation
account_payable,payable
wealth,wealthiness
affluence,richness
ease,comfort
luxury,luxuriousness
luxury,opulence
luxury,sumptuousness
silver_spoon,old_money
poverty,poorness
poverty,impoverishment
privation,want
privation,deprivation
privation,neediness
indigence,need
indigence,penury
indigence,pauperism
indigence,pauperization
beggary,mendicancy
beggary,mendicity
impecuniousness,pennilessness
impecuniousness,penuriousness
asepsis,antisepsis
asepsis,sterility
asepsis,sterileness
filth,filthiness
filth,foulness
filth,nastiness
spotlessness,immaculateness
orderliness,order
kilter,kelter
neatness,spruceness
trim,trimness
dirtiness,uncleanness
dirt,filth
dirt,grime
dirt,soil
dirt,stain
dirt,grease
dirt,grunge
befoulment,defilement
befoulment,pollution
dinginess,dinge
griminess,grubbiness
smuttiness,sootiness
sordidness,squalor
sordidness,squalidness
disorderliness,disorder
sloppiness,slovenliness
sloppiness,unkemptness
mess,messiness
mess,muss
mess,mussiness
disorganization,disorganisation
disorganization,disarrangement
clutter,jumble
clutter,muddle
clutter,fuddle
clutter,mare's_nest
clutter,welter
clutter,smother
normality,normalcy
commonness,expectedness
abnormality,abnormalcy
atypicality,untypicality
arrested_development,fixation
arrested_development,infantile_fixation
arrested_development,regression
aberrance,aberrancy
aberrance,aberration
aberrance,deviance
chromosomal_aberration,chromosomal_anomaly
chromosomal_aberration,chrosomal_abnormality
chromosomal_aberration,chromosonal_disorder
deflection,warp
kyphosis,humpback
kyphosis,hunchback
lordosis,hollow-back
anomaly,anomalousness
cross-eye,crossed_eye
cross-eye,convergent_strabismus
cross-eye,esotropia
dwarfism,nanism
lactose_intolerance,lactase_deficiency
lactose_intolerance,milk_intolerance
phenylketonuria,PKU
obstruction,blockage
intestinal_obstruction,ileus
tamponade,tamponage
ateleiosis,ateliosis
macrocephaly,megacephaly
macrocephaly,megalocephaly
microcephaly,microcephalus
microcephaly,nanocephaly
poisoning,toxic_condition
poisoning,intoxication
caffeinism,caffeine_intoxication
context,circumstance
context,setting
setting,background
setting,scope
canvas,canvass
milieu,surroundings
sphere,domain
sphere,area
sphere,orbit
sphere,field
sphere,arena
lotusland,lotus_land
kingdom,land
kingdom,realm
political_arena,political_sphere
province,responsibility
showcase,show_window
acid_rain,acid_precipitation
miasma,miasm
smog,smogginess
noise_pollution,sound_pollution
climate,clime
atmosphere,atmospheric_state
low,depression
fog,fogginess
fog,murk
fog,murkiness
mildness,clemency
balminess,softness
stillness,windlessness
lull,quiet
bad_weather,inclemency
bad_weather,inclementness
breeziness,windiness
choppiness,roughness
choppiness,rough_water
cloudiness,cloud_cover
cloudiness,overcast
climate,mood
atmosphere,ambiance
atmosphere,ambience
gloom,gloominess
gloom,glumness
bleakness,desolation
bleakness,bareness
bleakness,nakedness
miasma,miasm
spirit,tone
spirit,feel
spirit,feeling
spirit,flavor
spirit,flavour
spirit,look
spirit,smell
unsusceptibility,immunity
immunity,resistance
natural_immunity,innate_immunity
exemption,freedom
susceptibility,susceptibleness
ratability,rateability
capability,capacity
retroversion,retroflection
retroversion,retroflexion
sensitivity,predisposition
sensitization,sensitisation
immediate_allergy,atopy
immediate_allergy,atopic_allergy
immediate_allergy,type_I_allergic_reaction
